Country_Region,DeathRate
"United Kingdom",15.194824134593713
"United Kingdom",15.194824134593713
"United Kingdom",15.194824134593713
"United Kingdom",15.194824134593713
"United Kingdom",15.194824134593713
Belgium,14.785933642439936
Belgium,14.785933642439936
Belgium,14.785933642439936
Belgium,14.785933642439936
Belgium,14.785933642439936
